gta06_hhld,income,total,Mode
5007,2,93,Auto passenger
5007,3,267,Auto passenger
5007,5,83,Auto passenger
5007,6,68,Auto passenger
5007,7,19,Auto passenger
5008,3,190,Auto passenger
5008,4,37,Auto passenger
5009,3,81,Auto passenger
5009,4,124,Auto passenger
5009,5,19,Auto passenger
5009,6,86,Auto passenger
5009,7,93,Auto passenger
5011,2,40,Auto passenger
5012,3,16,Auto passenger
5012,7,62,Auto passenger
5016,4,79,Auto passenger
5020,5,287,Auto passenger
5020,6,208,Auto passenger
5030,2,20,Auto passenger
5030,5,85,Auto passenger
5032,1,81,Auto passenger
5032,4,143,Auto passenger
5032,5,88,Auto passenger
5032,6,385,Auto passenger
5032,7,209,Auto passenger
5033,2,78,Auto passenger
5033,5,278,Auto passenger
5033,6,384,Auto passenger
5033,7,150,Auto passenger
5035,2,63,Auto passenger
5036,4,12,Auto passenger
5036,5,513,Auto passenger
5036,6,962,Auto passenger
5036,7,50,Auto passenger
5038,4,85,Auto passenger
5041,2,166,Auto passenger
5041,3,614,Auto passenger
5041,4,126,Auto passenger
5041,6,165,Auto passenger
5041,7,318,Auto passenger
5044,4,588,Auto passenger
5044,6,185,Auto passenger
5044,7,30,Auto passenger
5045,3,62,Auto passenger
5045,4,51,Auto passenger
5045,5,414,Auto passenger
5045,6,25,Auto passenger
5045,7,251,Auto passenger
5046,2,89,Auto passenger
5046,3,239,Auto passenger
5046,4,941,Auto passenger
5046,5,533,Auto passenger
5046,6,107,Auto passenger
5046,7,808,Auto passenger
5047,1,13,Auto passenger
5047,2,117,Auto passenger
5047,3,533,Auto passenger
5047,4,243,Auto passenger
5047,5,210,Auto passenger
5047,6,1046,Auto passenger
5047,7,752,Auto passenger
5049,3,33,Auto passenger
5050,2,288,Auto passenger
5050,3,65,Auto passenger
5050,4,748,Auto passenger
5050,6,79,Auto passenger
5050,7,366,Auto passenger
5051,2,26,Auto passenger
5051,3,23,Auto passenger
5051,4,378,Auto passenger
5051,6,1289,Auto passenger
5051,7,421,Auto passenger
5052,4,137,Auto passenger
5052,5,15,Auto passenger
5052,6,292,Auto passenger
5052,7,74,Auto passenger
5053,2,360,Auto passenger
5053,3,95,Auto passenger
5053,4,258,Auto passenger
5053,5,139,Auto passenger
5053,6,432,Auto passenger
5053,7,190,Auto passenger
5054,1,141,Auto passenger
5054,5,279,Auto passenger
5055,4,86,Auto passenger
5056,2,154,Auto passenger
5056,3,51,Auto passenger
5056,4,128,Auto passenger
5056,5,226,Auto passenger
5056,6,345,Auto passenger
5056,7,74,Auto passenger
5057,2,50,Auto passenger
5057,3,241,Auto passenger
5057,4,159,Auto passenger
5057,5,44,Auto passenger
5057,7,269,Auto passenger
5058,2,204,Auto passenger
5058,3,181,Auto passenger
5058,4,127,Auto passenger
5058,5,334,Auto passenger
5058,6,37,Auto passenger
5058,7,62,Auto passenger
5059,3,635,Auto passenger
5059,4,1298,Auto passenger
5059,5,276,Auto passenger
5059,7,266,Auto passenger
5060,4,157,Auto passenger
5060,6,110,Auto passenger
5060,7,178,Auto passenger
5061,2,17,Auto passenger
5061,3,107,Auto passenger
5061,4,180,Auto passenger
5061,6,166,Auto passenger
5061,7,357,Auto passenger
5063,3,68,Auto passenger
5063,4,185,Auto passenger
5063,5,54,Auto passenger
5063,6,124,Auto passenger
5063,7,369,Auto passenger
5065,3,213,Auto passenger
5065,4,91,Auto passenger
5065,6,1407,Auto passenger
5065,7,143,Auto passenger
5066,1,88,Auto passenger
5066,2,79,Auto passenger
5066,3,654,Auto passenger
5066,4,592,Auto passenger
5066,5,780,Auto passenger
5066,6,57,Auto passenger
5066,7,309,Auto passenger
5067,2,80,Auto passenger
5067,4,420,Auto passenger
5067,5,113,Auto passenger
5067,6,131,Auto passenger
5067,7,79,Auto passenger
5068,2,521,Auto passenger
5068,3,281,Auto passenger
5068,4,114,Auto passenger
5068,5,218,Auto passenger
5068,6,257,Auto passenger
5069,1,35,Auto passenger
5069,2,395,Auto passenger
5069,4,113,Auto passenger
5069,7,340,Auto passenger
5071,1,60,Auto passenger
5071,3,101,Auto passenger
5071,4,98,Auto passenger
5071,6,119,Auto passenger
5071,7,193,Auto passenger
5072,3,23,Auto passenger
5072,7,150,Auto passenger
5073,2,501,Auto passenger
5073,3,145,Auto passenger
5073,4,791,Auto passenger
5073,5,146,Auto passenger
5073,6,246,Auto passenger
5073,7,746,Auto passenger
5074,2,199,Auto passenger
5074,3,130,Auto passenger
5074,4,479,Auto passenger
5074,5,674,Auto passenger
5074,7,120,Auto passenger
5075,2,285,Auto passenger
5075,3,484,Auto passenger
5075,4,470,Auto passenger
5075,6,110,Auto passenger
5075,7,161,Auto passenger
5076,4,172,Auto passenger
5076,5,167,Auto passenger
5076,6,83,Auto passenger
5076,7,56,Auto passenger
5077,2,28,Auto passenger
5077,6,108,Auto passenger
5078,3,39,Auto passenger
5078,5,79,Auto passenger
5078,7,80,Auto passenger
5079,2,104,Auto passenger
5079,7,48,Auto passenger
5080,3,144,Auto passenger
5080,4,83,Auto passenger
5080,7,98,Auto passenger
5081,2,32,Auto passenger
5081,3,158,Auto passenger
5081,4,107,Auto passenger
5081,7,163,Auto passenger
5082,1,102,Auto passenger
5082,3,362,Auto passenger
5082,4,315,Auto passenger
5082,5,100,Auto passenger
5082,6,237,Auto passenger
5082,7,101,Auto passenger
5084,1,19,Auto passenger
5084,3,441,Auto passenger
5084,4,259,Auto passenger
5084,5,779,Auto passenger
5084,6,371,Auto passenger
5086,2,57,Auto passenger
5086,3,19,Auto passenger
5086,4,302,Auto passenger
5086,5,21,Auto passenger
5086,6,105,Auto passenger
5086,7,430,Auto passenger
5087,3,69,Auto passenger
5087,7,57,Auto passenger
5088,6,182,Auto passenger
5089,3,326,Auto passenger
5089,4,105,Auto passenger
5089,5,265,Auto passenger
5089,6,70,Auto passenger
5090,2,43,Auto passenger
5090,3,64,Auto passenger
5090,4,224,Auto passenger
5090,6,285,Auto passenger
5090,7,44,Auto passenger
5091,2,521,Auto passenger
5091,3,114,Auto passenger
5091,4,69,Auto passenger
5091,6,149,Auto passenger
5092,2,130,Auto passenger
5092,3,70,Auto passenger
5092,4,33,Auto passenger
5092,6,431,Auto passenger
5092,7,185,Auto passenger
5093,1,25,Auto passenger
5093,3,66,Auto passenger
5093,5,39,Auto passenger
5093,6,183,Auto passenger
5093,7,107,Auto passenger
5094,2,268,Auto passenger
5094,3,633,Auto passenger
5094,4,92,Auto passenger
5094,5,47,Auto passenger
5094,6,771,Auto passenger
5094,7,443,Auto passenger
5095,2,149,Auto passenger
5095,3,134,Auto passenger
5095,4,230,Auto passenger
5095,7,20,Auto passenger
5096,2,49,Auto passenger
5096,3,184,Auto passenger
5096,4,234,Auto passenger
5096,5,180,Auto passenger
5096,6,98,Auto passenger
5096,7,160,Auto passenger
5097,1,49,Auto passenger
5097,3,176,Auto passenger
5097,4,62,Auto passenger
5098,2,256,Auto passenger
5098,3,104,Auto passenger
5098,4,211,Auto passenger
5098,5,97,Auto passenger
5098,6,48,Auto passenger
5098,7,243,Auto passenger
5099,2,157,Auto passenger
5099,3,153,Auto passenger
5099,4,38,Auto passenger
5099,6,151,Auto passenger
5099,7,76,Auto passenger
5100,1,158,Auto passenger
5100,3,29,Auto passenger
5100,4,524,Auto passenger
5100,5,51,Auto passenger
5100,6,639,Auto passenger
5100,7,410,Auto passenger
5101,2,121,Auto passenger
5101,4,62,Auto passenger
5101,5,107,Auto passenger
5101,6,34,Auto passenger
5101,7,45,Auto passenger
5102,2,328,Auto passenger
5102,3,183,Auto passenger
5102,4,40,Auto passenger
5102,7,288,Auto passenger
5103,6,33,Auto passenger
5104,1,32,Auto passenger
5104,2,216,Auto passenger
5104,3,216,Auto passenger
5104,4,114,Auto passenger
5104,6,202,Auto passenger
5104,7,288,Auto passenger
5105,2,94,Auto passenger
5105,3,38,Auto passenger
5105,4,384,Auto passenger
5105,6,36,Auto passenger
5105,7,138,Auto passenger
5106,2,233,Auto passenger
5106,3,213,Auto passenger
5106,4,151,Auto passenger
5106,7,32,Auto passenger
5107,2,54,Auto passenger
5107,3,151,Auto passenger
5107,7,79,Auto passenger
5109,2,31,Auto passenger
5109,4,160,Auto passenger
5109,5,371,Auto passenger
5109,6,339,Auto passenger
5109,7,248,Auto passenger
5110,2,340,Auto passenger
5110,3,162,Auto passenger
5110,4,80,Auto passenger
5110,6,293,Auto passenger
5110,7,896,Auto passenger
5111,1,16,Auto passenger
5111,2,61,Auto passenger
5111,6,182,Auto passenger
5111,7,256,Auto passenger
5113,2,83,Auto passenger
5113,3,170,Auto passenger
5113,4,790,Auto passenger
5113,5,436,Auto passenger
5113,7,80,Auto passenger
5114,4,158,Auto passenger
5114,6,200,Auto passenger
5114,7,104,Auto passenger
5115,3,630,Auto passenger
5115,4,221,Auto passenger
5115,5,106,Auto passenger
5115,6,176,Auto passenger
5115,7,49,Auto passenger
5116,3,39,Auto passenger
5116,7,118,Auto passenger
5117,4,354,Auto passenger
5118,2,102,Auto passenger
5118,3,856,Auto passenger
5118,4,117,Auto passenger
5118,7,551,Auto passenger
5120,1,72,Auto passenger
5120,2,62,Auto passenger
5120,5,171,Auto passenger
5120,7,82,Auto passenger
5121,2,463,Auto passenger
5121,3,38,Auto passenger
5121,7,1870,Auto passenger
5122,2,718,Auto passenger
5122,3,77,Auto passenger
5122,4,374,Auto passenger
5122,6,216,Auto passenger
5122,7,154,Auto passenger
5123,2,419,Auto passenger
5123,3,278,Auto passenger
5123,4,354,Auto passenger
5123,6,148,Auto passenger
5123,7,209,Auto passenger
5125,2,41,Auto passenger
5125,3,62,Auto passenger
5125,4,52,Auto passenger
5125,7,28,Auto passenger
5126,4,678,Auto passenger
5126,5,58,Auto passenger
5127,1,39,Auto passenger
5127,2,145,Auto passenger
5127,3,158,Auto passenger
5127,4,842,Auto passenger
5127,5,322,Auto passenger
5127,7,76,Auto passenger
5129,2,35,Auto passenger
5129,5,155,Auto passenger
5129,6,261,Auto passenger
5130,2,372,Auto passenger
5130,3,83,Auto passenger
5130,4,167,Auto passenger
5130,6,278,Auto passenger
5130,7,142,Auto passenger
5131,2,106,Auto passenger
5131,3,67,Auto passenger
5131,4,407,Auto passenger
5131,5,75,Auto passenger
5131,7,207,Auto passenger
5132,3,52,Auto passenger
5132,4,29,Auto passenger
5132,5,69,Auto passenger
5132,6,92,Auto passenger
5132,7,200,Auto passenger
5133,2,188,Auto passenger
5133,3,73,Auto passenger
5133,4,222,Auto passenger
5133,5,387,Auto passenger
5135,1,31,Auto passenger
5135,2,147,Auto passenger
5135,3,216,Auto passenger
5135,4,580,Auto passenger
5135,5,224,Auto passenger
5135,6,93,Auto passenger
5135,7,673,Auto passenger
5137,5,145,Auto passenger
5137,6,44,Auto passenger
5137,7,48,Auto passenger
5139,1,31,Auto passenger
5139,2,478,Auto passenger
5139,3,145,Auto passenger
5139,4,244,Auto passenger
5139,5,1207,Auto passenger
5139,6,239,Auto passenger
5139,7,156,Auto passenger
5140,2,106,Auto passenger
5140,3,170,Auto passenger
5140,5,408,Auto passenger
5140,6,336,Auto passenger
5140,7,100,Auto passenger
5141,2,27,Auto passenger
5141,4,117,Auto passenger
5141,5,66,Auto passenger
5141,6,494,Auto passenger
5141,7,15,Auto passenger
5143,2,95,Auto passenger
5143,3,179,Auto passenger
5143,4,140,Auto passenger
5143,5,43,Auto passenger
5143,7,125,Auto passenger
5144,2,84,Auto passenger
5144,3,283,Auto passenger
5144,4,448,Auto passenger
5144,5,257,Auto passenger
5144,6,307,Auto passenger
5144,7,459,Auto passenger
5148,1,67,Auto passenger
5148,2,298,Auto passenger
5148,3,207,Auto passenger
5148,4,98,Auto passenger
5148,5,311,Auto passenger
5148,7,370,Auto passenger
5149,2,99,Auto passenger
5149,3,735,Auto passenger
5149,4,161,Auto passenger
5150,1,166,Auto passenger
5150,2,359,Auto passenger
5150,3,79,Auto passenger
5151,2,129,Auto passenger
5151,3,770,Auto passenger
5151,4,276,Auto passenger
5151,5,129,Auto passenger
5151,7,29,Auto passenger
5154,2,36,Auto passenger
5154,4,297,Auto passenger
5154,5,63,Auto passenger
5155,2,186,Auto passenger
5155,3,104,Auto passenger
5155,4,109,Auto passenger
5155,5,81,Auto passenger
5155,6,37,Auto passenger
5155,7,173,Auto passenger
5157,2,128,Auto passenger
5157,3,105,Auto passenger
5157,4,211,Auto passenger
5157,5,166,Auto passenger
5158,2,122,Auto passenger
5158,3,39,Auto passenger
5158,4,223,Auto passenger
5158,6,1438,Auto passenger
5158,7,560,Auto passenger
5159,2,80,Auto passenger
5159,3,42,Auto passenger
5159,4,34,Auto passenger
5159,6,62,Auto passenger
5159,7,26,Auto passenger
5160,3,70,Auto passenger
5160,6,70,Auto passenger
5161,1,59,Auto passenger
5161,2,126,Auto passenger
5161,4,447,Auto passenger
5161,7,111,Auto passenger
5162,3,106,Auto passenger
5162,4,64,Auto passenger
5162,5,43,Auto passenger
5163,2,48,Auto passenger
5163,3,47,Auto passenger
5163,4,45,Auto passenger
5163,6,218,Auto passenger
5164,2,287,Auto passenger
5164,3,580,Auto passenger
5164,4,750,Auto passenger
5164,5,38,Auto passenger
5164,6,218,Auto passenger
5164,7,339,Auto passenger
5165,1,134,Auto passenger
5165,2,29,Auto passenger
5165,3,198,Auto passenger
5165,4,84,Auto passenger
5165,7,131,Auto passenger
5166,2,479,Auto passenger
5166,3,144,Auto passenger
5166,5,228,Auto passenger
5166,6,346,Auto passenger
5166,7,357,Auto passenger
5167,3,16,Auto passenger
5167,4,20,Auto passenger
5167,7,62,Auto passenger
5168,2,140,Auto passenger
5168,5,14,Auto passenger
5170,2,209,Auto passenger
5170,3,221,Auto passenger
5170,4,64,Auto passenger
5170,5,92,Auto passenger
5170,7,144,Auto passenger
5171,2,160,Auto passenger
5171,3,103,Auto passenger
5171,7,52,Auto passenger
5172,3,225,Auto passenger
5172,4,134,Auto passenger
5172,5,50,Auto passenger
5172,7,49,Auto passenger
5174,2,399,Auto passenger
5174,4,90,Auto passenger
5174,5,230,Auto passenger
5174,6,76,Auto passenger
5175,3,160,Auto passenger
5175,4,365,Auto passenger
5175,5,61,Auto passenger
5175,6,75,Auto passenger
5175,7,109,Auto passenger
5176,2,207,Auto passenger
5176,3,1570,Auto passenger
5176,5,132,Auto passenger
5177,3,172,Auto passenger
5177,4,314,Auto passenger
5177,5,103,Auto passenger
5177,6,33,Auto passenger
5177,7,80,Auto passenger
5178,2,34,Auto passenger
5178,3,61,Auto passenger
5178,4,153,Auto passenger
5178,5,37,Auto passenger
5178,6,45,Auto passenger
5178,7,52,Auto passenger
5179,1,97,Auto passenger
5179,2,33,Auto passenger
5179,3,347,Auto passenger
5179,4,103,Auto passenger
5179,5,98,Auto passenger
5179,7,273,Auto passenger
5180,3,281,Auto passenger
5180,4,275,Auto passenger
5180,5,399,Auto passenger
5180,6,85,Auto passenger
5181,1,35,Auto passenger
5181,2,124,Auto passenger
5181,3,173,Auto passenger
5181,4,45,Auto passenger
5181,7,45,Auto passenger
5182,2,62,Auto passenger
5182,3,320,Auto passenger
5182,4,82,Auto passenger
5183,2,279,Auto passenger
5183,3,137,Auto passenger
5183,4,330,Auto passenger
5186,1,97,Auto passenger
5186,4,61,Auto passenger
5187,1,142,Auto passenger
5187,3,51,Auto passenger
5187,4,286,Auto passenger
5187,5,182,Auto passenger
5187,6,296,Auto passenger
5187,7,154,Auto passenger
5188,2,186,Auto passenger
5188,3,197,Auto passenger
5188,7,402,Auto passenger
5191,2,60,Auto passenger
5191,3,147,Auto passenger
5191,5,87,Auto passenger
5191,6,305,Auto passenger
5191,7,49,Auto passenger
5192,1,58,Auto passenger
5192,3,25,Auto passenger
5192,4,73,Auto passenger
5192,5,23,Auto passenger
5194,2,27,Auto passenger
5194,4,80,Auto passenger
5194,5,208,Auto passenger
5195,1,43,Auto passenger
5196,3,14,Auto passenger
5196,5,175,Auto passenger
5196,6,112,Auto passenger
5197,3,69,Auto passenger
5198,3,103,Auto passenger
5198,6,78,Auto passenger
5199,2,43,Auto passenger
5199,6,50,Auto passenger
5199,7,66,Auto passenger
5200,2,206,Auto passenger
5200,3,205,Auto passenger
5200,4,113,Auto passenger
5200,5,256,Auto passenger
5200,6,23,Auto passenger
5200,7,274,Auto passenger
5201,2,25,Auto passenger
5201,4,25,Auto passenger
5201,5,108,Auto passenger
5201,6,132,Auto passenger
5202,3,103,Auto passenger
5202,4,373,Auto passenger
5202,5,106,Auto passenger
5202,6,180,Auto passenger
5203,1,173,Auto passenger
5203,3,168,Auto passenger
5203,4,41,Auto passenger
5203,5,135,Auto passenger
5203,6,128,Auto passenger
5203,7,72,Auto passenger
5204,1,58,Auto passenger
5204,2,539,Auto passenger
5204,3,58,Auto passenger
5204,4,21,Auto passenger
5205,1,162,Auto passenger
5205,2,149,Auto passenger
5205,3,272,Auto passenger
5205,4,211,Auto passenger
5205,5,106,Auto passenger
5205,6,904,Auto passenger
5205,7,222,Auto passenger
5206,1,1506,Auto passenger
5206,2,296,Auto passenger
5206,4,48,Auto passenger
5207,2,103,Auto passenger
5207,3,112,Auto passenger
5207,4,169,Auto passenger
5207,5,270,Auto passenger
5207,6,30,Auto passenger
5207,7,89,Auto passenger
5208,1,24,Auto passenger
5208,2,211,Auto passenger
5208,3,737,Auto passenger
5208,4,521,Auto passenger
5208,6,188,Auto passenger
5208,7,46,Auto passenger
5210,2,98,Auto passenger
5210,7,36,Auto passenger
5212,3,76,Auto passenger
5212,4,32,Auto passenger
5212,5,190,Auto passenger
5212,6,96,Auto passenger
5214,4,53,Auto passenger
5215,2,53,Auto passenger
5216,3,232,Auto passenger
5216,4,564,Auto passenger
5216,5,83,Auto passenger
5216,6,101,Auto passenger
5216,7,67,Auto passenger
5219,2,74,Auto passenger
5219,3,84,Auto passenger
5219,4,127,Auto passenger
5219,5,349,Auto passenger
5219,6,11,Auto passenger
5219,7,54,Auto passenger
5223,2,53,Auto passenger
5223,4,25,Auto passenger
5223,5,73,Auto passenger
5223,6,234,Auto passenger
5223,7,43,Auto passenger
5224,4,115,Auto passenger
5224,6,132,Auto passenger
5225,3,37,Auto passenger
5225,4,50,Auto passenger
5225,6,46,Auto passenger
5226,2,39,Auto passenger
5226,4,25,Auto passenger
5226,5,97,Auto passenger
5226,6,509,Auto passenger
5226,7,219,Auto passenger
5227,6,16,Auto passenger
5229,3,27,Auto passenger
5229,6,664,Auto passenger
5230,3,126,Auto passenger
5230,4,293,Auto passenger
5230,5,89,Auto passenger
5230,6,88,Auto passenger
5230,7,244,Auto passenger
5231,2,45,Auto passenger
5231,4,119,Auto passenger
5231,6,354,Auto passenger
5231,7,235,Auto passenger
5232,2,104,Auto passenger
5232,3,414,Auto passenger
5232,5,92,Auto passenger
5232,6,796,Auto passenger
5232,7,234,Auto passenger
5233,3,27,Auto passenger
5233,5,71,Auto passenger
5233,6,698,Auto passenger
5233,7,55,Auto passenger
5234,5,51,Auto passenger
5234,6,406,Auto passenger
5235,4,168,Auto passenger
5236,4,461,Auto passenger
5236,5,300,Auto passenger
5236,6,51,Auto passenger
5237,2,20,Auto passenger
5237,3,91,Auto passenger
5237,4,44,Auto passenger
5237,5,356,Auto passenger
5237,6,196,Auto passenger
5237,7,455,Auto passenger
5238,2,189,Auto passenger
5238,4,246,Auto passenger
5238,6,406,Auto passenger
5238,7,172,Auto passenger
5239,2,467,Auto passenger
5239,3,97,Auto passenger
5239,4,271,Auto passenger
5239,5,199,Auto passenger
5239,6,91,Auto passenger
5239,7,268,Auto passenger
5240,4,104,Auto passenger
5240,6,61,Auto passenger
5241,2,590,Auto passenger
5241,3,357,Auto passenger
5241,4,284,Auto passenger
5241,6,112,Auto passenger
5241,7,601,Auto passenger
5242,7,46,Auto passenger
5243,7,307,Auto passenger
5244,4,138,Auto passenger
5244,6,196,Auto passenger
5244,7,332,Auto passenger
5245,4,113,Auto passenger
5245,5,198,Auto passenger
5245,7,57,Auto passenger
5246,4,251,Auto passenger
5246,5,232,Auto passenger
5246,6,164,Auto passenger
5246,7,57,Auto passenger
5247,4,113,Auto passenger
5247,6,216,Auto passenger
5247,7,49,Auto passenger
5248,2,27,Auto passenger
5248,3,84,Auto passenger
5248,4,80,Auto passenger
5248,5,35,Auto passenger
5248,6,304,Auto passenger
5248,7,485,Auto passenger
5249,6,19,Auto passenger
5250,4,157,Auto passenger
5250,6,172,Auto passenger
5250,7,74,Auto passenger
5251,3,26,Auto passenger
5252,3,123,Auto passenger
5252,4,129,Auto passenger
5252,7,103,Auto passenger
5002,6,74,School bus
5005,3,94,School bus
5005,4,103,School bus
5005,6,74,School bus
5005,7,199,School bus
5009,6,86,School bus
5012,7,124,School bus
5020,5,88,School bus
5020,6,20,School bus
5020,7,163,School bus
5028,3,75,School bus
5030,4,112,School bus
5030,5,85,School bus
5030,7,118,School bus
5032,6,314,School bus
5032,7,151,School bus
5036,4,24,School bus
5037,6,167,School bus
5041,2,70,School bus
5041,3,22,School bus
5041,4,71,School bus
5041,5,83,School bus
5041,7,324,School bus
5044,6,65,School bus
5045,5,75,School bus
5046,4,60,School bus
5046,5,25,School bus
5046,6,193,School bus
5047,2,48,School bus
5047,6,63,School bus
5049,4,261,School bus
5050,4,38,School bus
5050,5,79,School bus
5051,2,51,School bus
5051,6,168,School bus
5052,4,44,School bus
5053,3,236,School bus
5054,5,28,School bus
5055,4,257,School bus
5056,3,64,School bus
5056,4,93,School bus
5056,5,233,School bus
5056,6,152,School bus
5056,7,92,School bus
5057,7,94,School bus
5058,5,161,School bus
5059,4,277,School bus
5059,7,195,School bus
5061,4,673,School bus
5061,6,118,School bus
5063,3,85,School bus
5063,7,98,School bus
5065,4,146,School bus
5065,6,244,School bus
5067,4,106,School bus
5068,5,52,School bus
5069,4,77,School bus
5069,7,327,School bus
5071,6,106,School bus
5071,7,294,School bus
5073,2,125,School bus
5073,4,267,School bus
5073,5,358,School bus
5073,6,189,School bus
5073,7,545,School bus
5075,3,41,School bus
5075,4,40,School bus
5075,7,49,School bus
5076,3,70,School bus
5076,4,46,School bus
5076,6,19,School bus
5077,6,108,School bus
5078,6,247,School bus
5079,4,87,School bus
5080,7,17,School bus
5081,5,16,School bus
5082,6,99,School bus
5084,1,37,School bus
5084,5,35,School bus
5084,6,150,School bus
5086,4,97,School bus
5088,6,63,School bus
5089,3,333,School bus
5089,4,145,School bus
5090,3,15,School bus
5091,2,205,School bus
5092,7,34,School bus
5093,6,86,School bus
5093,7,110,School bus
5094,3,154,School bus
5094,5,47,School bus
5094,6,274,School bus
5094,7,248,School bus
5096,4,41,School bus
5096,5,87,School bus
5096,6,50,School bus
5097,3,363,School bus
5098,1,493,School bus
5100,4,135,School bus
5100,6,225,School bus
5100,7,96,School bus
5105,4,176,School bus
5106,2,131,School bus
5106,6,242,School bus
5109,6,140,School bus
5111,6,91,School bus
5111,7,70,School bus
5118,1,125,School bus
5118,2,113,School bus
5121,2,530,School bus
5122,2,253,School bus
5123,1,46,School bus
5123,4,236,School bus
5123,7,272,School bus
5125,2,66,School bus
5126,4,97,School bus
5127,5,161,School bus
5131,2,21,School bus
5132,5,60,School bus
5133,6,270,School bus
5135,3,74,School bus
5137,6,16,School bus
5137,7,35,School bus
5139,6,44,School bus
5140,6,115,School bus
5141,6,287,School bus
5148,3,201,School bus
5148,4,34,School bus
5157,2,191,School bus
5166,3,116,School bus
5168,2,178,School bus
5170,7,144,School bus
5175,5,102,School bus
5176,3,237,School bus
5177,2,177,School bus
5177,3,160,School bus
5177,5,47,School bus
5177,6,17,School bus
5177,7,26,School bus
5178,4,59,School bus
5178,6,69,School bus
5179,7,143,School bus
5180,5,30,School bus
5181,7,208,School bus
5191,6,387,School bus
5196,6,79,School bus
5201,6,132,School bus
5202,5,63,School bus
5203,2,14,School bus
5203,5,45,School bus
5203,6,67,School bus
5205,6,30,School bus
5207,3,71,School bus
5212,7,64,School bus
5216,3,556,School bus
5216,4,278,School bus
5216,5,83,School bus
5216,6,82,School bus
5219,5,114,School bus
5223,4,365,School bus
5223,5,73,School bus
5224,4,19,School bus
5224,6,132,School bus
5226,3,144,School bus
5226,4,110,School bus
5226,5,97,School bus
5226,6,579,School bus
5226,7,73,School bus
5229,5,105,School bus
5229,6,197,School bus
5230,3,52,School bus
5230,5,164,School bus
5230,6,219,School bus
5230,7,173,School bus
5231,6,308,School bus
5232,5,127,School bus
5232,6,42,School bus
5233,3,142,School bus
5233,5,39,School bus
5233,6,146,School bus
5234,6,41,School bus
5235,4,84,School bus
5237,5,202,School bus
5237,6,65,School bus
5238,2,40,School bus
5238,4,203,School bus
5238,6,172,School bus
5239,5,392,School bus
5239,6,56,School bus
5240,6,27,School bus
5241,7,247,School bus
5242,6,126,School bus
5243,7,77,School bus
5244,4,127,School bus
5244,6,56,School bus
5245,2,78,School bus
5245,4,113,School bus
5246,6,147,School bus
5247,6,113,School bus
5248,4,101,School bus
5248,6,162,School bus
5248,7,52,School bus
5250,4,73,School bus
5250,5,40,School bus
5252,3,96,School bus
5087,7,57,Taxi passenger
5092,2,54,Taxi passenger
5092,7,108,Taxi passenger
5093,2,12,Taxi passenger
5094,4,30,Taxi passenger
5094,5,101,Taxi passenger
5095,7,40,Taxi passenger
5102,2,31,Taxi passenger
5104,2,159,Taxi passenger
5110,1,41,Taxi passenger
5111,2,34,Taxi passenger
5114,7,32,Taxi passenger
5125,3,62,Taxi passenger
5129,2,35,Taxi passenger
5131,2,21,Taxi passenger
5141,1,7,Taxi passenger
5148,1,29,Taxi passenger
5148,4,53,Taxi passenger
5148,7,72,Taxi passenger
5155,5,43,Taxi passenger
5156,7,18,Taxi passenger
5158,4,134,Taxi passenger
5159,2,34,Taxi passenger
5162,2,38,Taxi passenger
5163,2,30,Taxi passenger
5164,2,170,Taxi passenger
5164,3,10,Taxi passenger
5166,2,113,Taxi passenger
5166,4,11,Taxi passenger
5167,7,53,Taxi passenger
5171,2,57,Taxi passenger
5173,2,115,Taxi passenger
5176,2,124,Taxi passenger
5179,1,103,Taxi passenger
5179,2,52,Taxi passenger
5180,5,41,Taxi passenger
5186,5,100,Taxi passenger
5196,7,47,Taxi passenger
5200,4,22,Taxi passenger
5206,7,58,Taxi passenger
5216,4,38,Taxi passenger
5226,6,14,Taxi passenger
5231,7,15,Taxi passenger
5236,3,22,Taxi passenger
5237,7,49,Taxi passenger
5238,4,36,Taxi passenger
5005,3,140,Paid rideshare
5074,1,49,Paid rideshare
5100,5,113,Paid rideshare
5132,6,43,Paid rideshare
5149,2,29,Paid rideshare
5159,5,69,Paid rideshare
5166,1,73,Paid rideshare
5166,2,113,Paid rideshare
5171,2,123,Paid rideshare
5175,1,34,Paid rideshare
5183,2,333,Paid rideshare
5191,6,70,Paid rideshare
5192,2,33,Paid rideshare
5199,3,268,Paid rideshare
5230,6,40,Paid rideshare
5231,6,81,Paid rideshare
5002,6,37,Walk
5005,3,47,Walk
5005,5,100,Walk
5009,4,105,Walk
5009,5,136,Walk
5009,6,86,Walk
5020,6,94,Walk
5020,7,33,Walk
5032,4,161,Walk
5032,6,124,Walk
5032,7,639,Walk
5041,2,70,Walk
5041,3,30,Walk
5041,5,50,Walk
5041,7,159,Walk
5044,4,348,Walk
5045,2,214,Walk
5045,5,67,Walk
5046,2,30,Walk
5046,3,51,Walk
5046,4,331,Walk
5046,5,67,Walk
5046,6,79,Walk
5046,7,114,Walk
5047,6,32,Walk
5050,2,133,Walk
5050,4,637,Walk
5050,5,191,Walk
5050,7,142,Walk
5051,1,192,Walk
5051,5,97,Walk
5051,6,618,Walk
5052,3,22,Walk
5053,2,136,Walk
5053,5,176,Walk
5053,7,228,Walk
5056,4,64,Walk
5056,6,160,Walk
5057,1,133,Walk
5057,2,255,Walk
5057,5,20,Walk
5059,2,25,Walk
